match_id,duration,start_time,radiant_team_id,radiant_name,dire_team_id,dire_name,leagueid,league_name,series_id,series_type,radiant_score,dire_score,radiant_win,version
8912758286,1772,1784974192,10201538.0,TEAM JENZ,10164236.0,PuckChamp,19944,EPL Masters 2026 ,1123892.0,1.0,11,43,False,22.0
8912622476,2979,1784967171,10047709.0,Ilbirs Esports,10182412.0,Aion,19944,EPL Masters 2026 ,1123857.0,1.0,48,29,True,22.0
8912551235,2403,1784963175,10047709.0,Ilbirs Esports,10182412.0,Aion,19944,EPL Masters 2026 ,1123857.0,1.0,27,19,True,22.0
8912123729,1861,1784930434,5014799.0,Nemiga Gaming,9256405.0,Level UP esports,19944,EPL Masters 2026 ,1123752.0,1.0,4,15,False,22.0
8912045230,2376,1784926280,5014799.0,Nemiga Gaming,9256405.0,Level UP esports,19944,EPL Masters 2026 ,1123752.0,1.0,23,44,False,22.0
8911916389,3271,1784920586,9600141.0,Zero Tenacity,10047709.0,Ilbirs Esports,19944,EPL Masters 2026 ,1123678.0,1.0,33,33,False,22.0
8911784562,3407,1784915130,10047709.0,Ilbirs Esports,9600141.0,Zero Tenacity,19944,EPL Masters 2026 ,1123678.0,1.0,29,38,True,22.0
8911654591,2748,1784910553,9948367.0,Team Spirit Academy,10201970.0,KW,19944,EPL Masters 2026 ,1123604.0,1.0,27,30,False,22.0
8911543304,2878,1784906115,9948367.0,Team Spirit Academy,10201970.0,KW,19944,EPL Masters 2026 ,1123604.0,1.0,36,47,False,22.0
8911423993,2055,1784902554,10201970.0,KW,9948367.0,Team Spirit Academy,19944,EPL Masters 2026 ,,,18,34,False,22.0
8911277378,2354,1784896933,10182865.0,Syntax,10201970.0,KW,19944,EPL Masters 2026 ,1123539.0,1.0,33,28,False,22.0
8911177078,2244,1784892885,10182865.0,Syntax,10201970.0,KW,19944,EPL Masters 2026 ,1123539.0,1.0,15,39,False,22.0
8911066658,3774,1784887169,9360651.0,Dandelions,10182412.0,Aion,19944,EPL Masters 2026 ,1123506.0,1.0,40,46,False,22.0
8910982575,3813,1784881706,9360651.0,Dandelions,10182412.0,Aion,19944,EPL Masters 2026 ,1123506.0,1.0,40,51,False,22.0
8910909413,3139,1784876819,9360651.0,Dandelions,10182412.0,Aion,19944,EPL Masters 2026 ,1123506.0,1.0,44,32,True,22.0
8910670427,2199,1784855731,5014799.0,Nemiga Gaming,10047709.0,Ilbirs Esports,19944,EPL Masters 2026 ,1123432.0,1.0,14,37,False,22.0
8910632054,2014,1784852131,5014799.0,Nemiga Gaming,10047709.0,Ilbirs Esports,19944,EPL Masters 2026 ,1123432.0,1.0,38,19,True,22.0
8910589445,1946,1784848824,10047709.0,Ilbirs Esports,5014799.0,Nemiga Gaming,19944,EPL Masters 2026 ,1123432.0,1.0,24,16,True,22.0
8910535715,1987,1784845503,9256405.0,Level UP esports,10182412.0,Aion,19944,EPL Masters 2026 ,1123373.0,1.0,37,16,True,22.0
8910461593,2993,1784840728,9256405.0,Level UP esports,10182412.0,Aion,19944,EPL Masters 2026 ,1123373.0,1.0,17,45,False,22.0
8910344715,3501,1784835138,9256405.0,Level UP esports,10182412.0,Aion,19944,EPL Masters 2026 ,1123373.0,1.0,42,40,True,22.0
8910216725,1892,1784829296,10201970.0,KW,10201538.0,TEAM JENZ,19944,EPL Masters 2026 ,1123302.0,1.0,26,41,False,22.0
8910104556,2797,1784824414,10201970.0,KW,10201538.0,TEAM JENZ,19944,EPL Masters 2026 ,1123302.0,1.0,32,43,False,22.0
8909904190,3854,1784818304,10201538.0,TEAM JENZ,10201970.0,KW,19944,EPL Masters 2026 ,1123302.0,1.0,29,51,False,22.0
8909780227,2661,1784812570,9948367.0,Team Spirit Academy,10164236.0,PuckChamp,19944,EPL Masters 2026 ,1123216.0,1.0,47,21,True,22.0
8909658828,3755,1784807209,9948367.0,Team Spirit Academy,10164236.0,PuckChamp,19944,EPL Masters 2026 ,1123216.0,1.0,31,35,False,22.0
8909554256,3251,1784801929,10164236.0,PuckChamp,9948367.0,Team Spirit Academy,19944,EPL Masters 2026 ,1123216.0,1.0,38,36,False,22.0
